ID,Year,Make,Model,Kilometres,Body Type, Engine, Transmission, Drivetrain, Exterior Colour, Interior Colour, Passengers, Doors, Fuel Type, City, Highway,Price
813,2021,Audi,RS,23774,Coupe,V6 Cylinder Engine,8 Speed Automatic,AWD,Daytona Gray Pearl,Black,5,4,Gas,13.1L/100km,9.5L/100km,89888
814,2023,Audi,A4,2500,Sedan,2L TURBO 4cyl.,Automatic,AWD,Mythos Black Metallic,Brown,5,4,Gas,9.8L/100km,8.7L/100km,58621
815,2020,Audi,A5,20000,Convertible,4 Cylinder Engine,7 Speed Automatic,AWD,White,Black,4,2,Gas,10.0L/100km,7.4L/100km,58888
816,2023,Audi,A5,7511,Hatchback,2L TURBO 4cyl.,Automatic,AWD,Black,Black,5,5,Gas,9.8L/100km,8.7L/100km,59819
817,2018,Audi,RS,48443,Sedan,5 Cylinder Engine,Automatic,AWD,Orange,Black,5,4,Gas,12.4L/100km,8.3L/100km,59910
818,2023,Audi,S3,5821,Sedan,4 Cylinder Engine,7 Speed Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,10.2L/100km,7.3L/100km,59995
819,2023,Audi,A4,1450,Sedan,2L TURBO 4cyl.,Automatic,AWD,White,Black,5,4,Gas,9.8L/100km,8.7L/100km,60321
820,2015,Audi,S8,68650,Sedan,8 Cylinder Engine,Automatic,AWD,Black,Brown,5,4,Gas,14.2L/100km,8.8L/100km,61910
821,2021,Audi,S5,24000,Coupe,V6 Cylinder Engine,8 Speed Automatic,AWD,Blue,Black,4,2,Gas,11.5L/100km,8.5L/100km,62000
822,2021,Audi,S4,9880,Sedan,6 Cylinder,Automatic,AWD,Daytona Gray Pearl Effect,Red,5,4,Gas,11.5L/100km,8.5L/100km,62800
823,2020,Audi,Q8,44713,SUV,V6 Cylinder Engine,Automatic,AWD,Orca Black Metallic,Black,5,2,Gas/Electric Hybrid,13.8L/100km,11.4L/100km,73998
824,2021,Audi,Q7,78912,SUV,V6 Cylinder Engine 3.0L,Automatic,AWD,Daytona Grey Pearl Effect,Black,5,4,Gas/Electric Hybrid,13.4L/100km,10.4L/100km,62989
825,2019,Audi,e-tron,91103,SUV,Electric Motor,Automatic,AWD,Grey,Brown,5,4,Electric,9.8L/100km,8.7L/100km,62989
826,2023,Audi,Q5,4995,SUV,2L TURBO 4cyl.,Automatic,AWD,White,Black,5,5,Gas,9.8L/100km,8.7L/100km,63529
827,2016,Audi,RS,77620,Hatchback,4.0L 8 Cylinder Engine,Automatic,AWD,Black,Black,4,4,Gas,16.2L/100km,9.3L/100km,64595
828,2019,Audi,e-tron,54521,SUV,Electric Motor,Automatic,AWD,Mythos Black Metallic,Black,5,4,Electric,9.8L/100km,8.7L/100km,64800
829,2019,Audi,A8,111441,Sedan,V6 Cylinder Engine,8 Speed Automatic,AWD,Seville Red Metallic,Tan,5,4,Gas Hybrid,9.8L/100km,8.7L/100km,64888
830,2018,Audi,RS,57333,Coupe,6 Cylinder,Automatic,AWD,Mythos Black Metallic,Black,5,2,Gas,12.9L/100km,8.9L/100km,65800
831,2015,Audi,RS,24867,Convertible,4.2L,Automatic,AWD,Dark Blue,White,4,2,Gas,14.8L/100km,10.6L/100km,65910
832,2020,Audi,Q7,50368,SUV,6 Cylinder,Automatic,AWD,Glacier White Metallic,Black,7,4,Gas,13.8L/100km,11.4L/100km,66399
833,2015,Audi,RS,115821,Sedan,8 Cylinder Engine,6 Speed Automatic,AWD,Black,White,4,4,Premium Unleaded,9.8L/100km,8.7L/100km,49999
834,2018,Audi,RS,56827,Coupe,6 Cylinder,Automatic,AWD,Gray,Black,5,2,Gas,9.8L/100km,8.7L/100km,67800
835,2020,Audi,Q8,58096,SUV,Intercooled Turbo Gas w/ Electric Assist V-6 3.0 L,Automatic,AWD,Blue,Black,5,4,Gas,9.8L/100km,8.7L/100km,67879
836,2019,Audi,RS,43577,Sedan,2.9L,Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,13.5L/100km,9.0L/100km,67910
837,2021,Audi,Q7,20069,SUV,Intercooled Turbo Gas w/ Electric Assist V-6 3.0 L,Automatic,AWD,Daytona Grey Pearl Effect,Black,7,4,Gas,13.4L/100km,10.4L/100km,67998
838,2020,Audi,S5,13880,Hatchback,V6 Cylinder Engine,8 Speed Automatic,AWD,White,Red,5,4,Gas,11.8L/100km,8.9L/100km,68000
839,2023,Audi,Q5,3000,SUV,2L TURBO 4cyl.,Automatic,AWD,Blue,Black,5,5,Gas,9.8L/100km,8.7L/100km,68221
840,2019,Audi,RS,81407,Hatchback,V6 Cylinder Engine 2.9L,Automatic,AWD,Mythos Black Metallic,Black,5,5,Gas,13.5L/100km,9.0L/100km,68590
841,2021,Audi,Q7,40000,SUV,V6 Cylinder Engine,8 Speed Automatic,AWD,Glacier White Metallic,Brown,7,4,Gas Hybrid,13.8L/100km,11.4L/100km,68888
843,2019,Audi,RS,13319,Sedan,V6 Cylinder Engine,8 Speed Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,13.5L/100km,9.0L/100km,77888
844,2018,Audi,TT,38306,Coupe,5 Cylinder,Automatic,AWD,Glacier White Metallic,Grey,5,2,Gas,12.3L/100km,8.2L/100km,71800
845,2022,Audi,Q7,11290,SUV,V6 Cylinder Engine 3.0L,Automatic,AWD,Glacier White Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,72995
846,2022,Audi,Q4,2008,SUV,0L,Automatic,AWD,Navarra Blue Metallic,Black,5,5,Electric,9.8L/100km,8.7L/100km,73343
847,2020,Audi,Q8,56000,SUV,Intercooled Turbo Gas/Electric V-6 3.0 L/183,Automatic,AWD,Glacier White Metallic,Black,5,4,Gas Hybrid,13.8L/100km,11.4L/100km,73950
848,2017,Audi,RS,89703,Sedan,8 Cylinder,Automatic,AWD,Black,Black,5,4,Gas,16.2L/100km,9.3L/100km,74800
850,2017,Audi,RS,54060,Sedan,8 Cylinder Engine,8 Speed Automatic,AWD,Ascari Blue Metallic,Black,4,4,Gas,16.2L/100km,9.3L/100km,75401
851,2022,Audi,Q7,6540,SUV,V6 Cylinder Engine 3.0L,Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,75498
852,2022,Audi,Q4,3905,SUV,0L,Automatic,AWD,Glacier White Metallic,Black,5,5,Electric,9.8L/100km,8.7L/100km,76593
853,2019,Audi,Q5,64574,SUV,4 Cylinder Engine,7 Speed Automatic,AWD,Manhattan Gray Metallic,Black,5,4,Gas,10.9L/100km,8.7L/100km,44888
854,2022,Audi,Q7,12725,SUV,V6 Cylinder Engine,Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,76880
855,2021,Audi,e-tron,29441,SUV,Electric Motor,Automatic,AWD,Glacier White Metallic,Black,5,4,Electric,9.8L/100km,8.7L/100km,77910
856,2017,Audi,RS,54999,Sedan,8 Cylinder,Sequential,AWD,Gray,Black,5,4,Gas,16.2L/100km,9.3L/100km,79800
857,2021,Audi,RS,45205,Sedan,Twin Turbo Premium Unleaded V-6 2.9 L/177,Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,13.1L/100km,9.3L/100km,83998
858,2023,Audi,Q7,2800,SUV,3L TURBO 6cyl.,Automatic,AWD,Navarra Blue Metallic,Brown,5,5,Gas,9.8L/100km,8.7L/100km,88829
859,2022,Audi,e-tron,8503,SUV,Electric Motor,Automatic,AWD,Grey,Black,5,4,Electric,9.8L/100km,8.7L/100km,92989
860,2021,Audi,SQ8,60000,SUV,8 Cylinder Engine,8 Speed Automatic,AWD,Daytona Grey Pearl Effect,Black,5,4,Gas,16.0L/100km,11.4L/100km,94888
861,2012,Audi,R8,40958,Convertible,V8,Automatic,AWD,Brilliant Red,Black,2,2,Gas,19.1L/100km,11.3L/100km,115910
862,2011,Audi,A6,284140,Wagon,V6 Cylinder Engine,Automatic,AWD,Grey,Black,5,5,Gas,12.0L/100km,8.0L/100km,11888
863,2019,Audi,Q8,47116,SUV,V6 Cylinder Engine 3.0L,Automatic,AWD,Dragon Orange Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,64599
864,2015,Audi,A4,200100,Sedan,2,Automatic,AWD,Black,Black,5,4,Gas,10.9L/100km,7.2L/100km,13788
865,2014,Audi,Q5,139215,SUV,4 Cylinder Engine,Automatic,AWD,Black,Black,5,4,Gas,10.5L/100km,7.2L/100km,17985
866,2014,Audi,allroad,146965,Sedan,2,Automatic,AWD,Silver,Beige,5,4,Gas,9.8L/100km,8.7L/100km,18950
867,2015,Audi,Q5,165000,SUV,4 Cylinder,Automatic,AWD,White,Black,5,4,Gas,12.0L/100km,8.5L/100km,18995
868,2014,Audi,A7,243845,Hatchback,V6 Cylinder Engine,Automatic,AWD,White,Black,5,4,Diesel,9.8L/100km,8.7L/100km,19888
869,2013,Audi,Q7,199000,SUV,V6 Cylinder Engine,Automatic,AWD,Glacier White Metallic,Black,7,4,Diesel,11.5L/100km,7.1L/100km,20777
870,2017,Audi,A3,91231,Sedan,2.0L L4 DOHC 16V,Automatic,AWD,Black,Black,5,4,Gas,9.1L/100km,6.8L/100km,21888
871,2016,Audi,Q5,152700,SUV,2,Automatic,AWD,Black,Black,5,4,Gas,12.0L/100km,8.0L/100km,21999
872,2013,Audi,Q7,145000,SUV,6 Cylinder,Automatic,AWD,Orca Black Metallic,Brown,7,4,Diesel,11.5L/100km,7.1L/100km,21999
873,2022,Audi,e-tron,32895,Sedan,Electric Motor,Automatic,AWD,Not Specified,Black,5,4,Electric,9.8L/100km,8.7L/100km,132000
874,2017,Audi,Q3,145000,SUV,2.0 TFSI 4-Cyl 200hp Engine,Automatic,AWD,White,Black,5,4,Gas,12.0L/100km,8.2L/100km,22450
875,2017,Audi,A3,64076,Sedan,2.0L L4 DOHC 16V,Automatic,AWD,Black,Black,5,4,Gas,9.1L/100km,6.8L/100km,22998
876,2015,Audi,S5,140000,Coupe,V6 Cylinder Engine,Automatic,SUV,Red,Red,4,2,Gas,13.0L/100km,8.5L/100km,22999
877,2018,Audi,A3,81000,Sedan,4 Cylinder Engine,Automatic,FWD,Black,Black,5,4,Gas,9.1L/100km,6.8L/100km,23450
878,2015,Audi,Q5,145000,SUV,V6 Cylinder Engine,Automatic,AWD,Black,Tan,5,4,Diesel,10.0L/100km,7.5L/100km,23777
879,2016,Audi,Q3,84491,SUV,I-4 cyl,Automatic,AWD,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,24888
880,2012,Audi,S5,118861,Convertible,V6 Cylinder Engine,Automatic,AWD,Grey,Black,4,2,Gas,12.9L/100km,8.1L/100km,24995
881,2015,Audi,Q7,149000,SUV,6 Cylinder,Automatic,AWD,Glacier White Metallic,Black,7,4,Gas,15.2L/100km,11.0L/100km,24999
882,2018,Audi,A3,129195,Sedan,4 Cylinder Engine 2.0L,Automatic,AWD,Florett Silver Metallic,Black,5,4,Gas,9.7L/100km,7.5L/100km,25588
883,2020,Audi,S5,43523,Coupe,V6 Cylinder Engine,Automatic,AWD,Glacier White Metallic,Black,5,2,Gas,11.8L/100km,8.9L/100km,60988
884,2015,Audi,S3,123606,Sedan,4 Cylinder Engine,Automatic,AWD,Monsoon Grey Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,25900
885,2018,Audi,Q3,148000,SUV,4 Cylinder,Automatic,AWD,Black,Black,5,4,Gas,11.9L/100km,8.4L/100km,25999
886,2018,Audi,Q3,106000,SUV,2.0L 4-Cyl Engine,Automatic,AWD,Misano Red Pearl Effect,Black,5,4,Gas,11.9L/100km,8.4L/100km,26750
887,2016,Audi,S3,119000,Sedan,2,Automatic,AWD,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,27500
888,2017,Audi,A4,80061,Sedan,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,Automatic,AWD,Black,Black,5,4,Gas,9.8L/100km,7.7L/100km,27687
889,2018,Audi,Q3,83233,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,White,Black,5,4,Gas,11.9L/100km,8.4L/100km,27989
890,2016,Audi,A4,134124,Wagon,4 Cylinder Engine,8 Speed Automatic,AWD,BLACK,Black,5,4,Gas,9.8L/100km,8.7L/100km,27995
891,2013,Audi,S5,72238,Coupe,V6 Cylinder Engine,7 Speed Automatic,AWD,WHITE,Black,4,2,Gas,12.8L/100km,8.9L/100km,28565
892,2019,Audi,A4,103000,Sedan,2.0L 4-Cyl Engine,Automatic,AWD,Gray,Black,5,4,Gas,10.0L/100km,7.0L/100km,28750
893,2017,Audi,Q3,90918,SUV,2.0L 4cyl,6 Speed Automatic,AWD,Black,Black,5,2,Premium Unleaded,11.9L/100km,8.4L/100km,22998
894,2014,Audi,S5,134000,Coupe,V6 Cylinder Engine,6 Speed Manual,AWD,Grey,Black,4,2,Gas,9.8L/100km,8.7L/100km,28995
895,2019,Audi,A3,44871,Sedan,4 Cylinder Engine,Automatic,AWD,Black,Black,5,4,Gas,10.9L/100km,7.9L/100km,28998
896,2018,Audi,Q3,73143,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,Automatic,AWD,White,Black,5,4,Gas,11.9L/100km,8.4L/100km,29899
897,2017,Audi,A4,106000,Sedan,2.0L 4-Cyl Engine,Automatic,AWD,Blue,Black,5,4,Gas,9.8L/100km,7.7L/100km,29950
898,2019,Audi,A4,99192,Sedan,4 Cylinder Engine,7 Speed Automatic,AWD,Ibis White,Black,5,4,Gas,10.0L - 10.7L/100km,7.0L - 8.0L/100km,30800
899,2018,Audi,A5,93660,Coupe,4 Cylinder Engine,7 Speed Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,10.0L/100km,7.0L/100km,30988
900,2015,Audi,A5,97201,Convertible,4 Cylinder Engine,Automatic,AWD,Black,Red,4,2,Gas,11.3L/100km,8.0L/100km,32495
901,2019,Audi,A5,133580,Hatchback,4 Cylinder Engine,7 Speed Automatic,AWD,Ibis White,Black,5,4,Gas,10.0L/100km,7.0L/100km,32500
902,2016,Audi,A3,57890,Convertible,4 Cylinder,Automatic,AWD,Red,Black,5,2,Gas,10.1L/100km,7.5L/100km,32800
903,2018,Audi,A7,136634,Sedan,V6 Cylinder Engine 3.0L,Automatic,AWD,Grey,Black,5,4,Gas,11.5L/100km,8.2L/100km,36989
904,2018,Audi,Q5,113000,SUV,2.0L 4-Cyl Engine,Automatic,AWD,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,32950
905,2018,Audi,Q5,110000,SUV,2.0L 4-Cyl Engine,Automatic,AWD,White,Black,5,4,Gas,10.4L/100km,8.6L/100km,32950
906,2019,Audi,Q3,132015,SUV,2,Automatic,AWD,Tango Red Metallic,Black,5,4,Gas,12.3L/100km,8.6L/100km,32950
907,2017,Audi,S7,175255,Sedan,8 Cylinder Engine,7 Speed Automatic,AWD,Daytona Gray Pearl Effect,Black,4,4,Gas,13.4L/100km,8.8L/100km,32988
908,2016,Audi,S5,74100,Coupe,V6 Cylinder Engine 3.0L,Automatic,AWD,Florett Silver Metallic,Black,5,2,Gas,13.0L/100km,8.5L/100km,32989
909,2018,Audi,Q3,50000,SUV,2.0L 4-Cyl Engine,Automatic,AWD,Blue,Black,5,4,Gas,11.9L/100km,8.4L/100km,33250
910,2017,Audi,SQ5,91750,SUV,3.0t,Automatic,AWD,Black,Black,5,4,Gas,14.1L/100km,9.9L/100km,33888
911,2018,Audi,Q5,136000,SUV,4 Cylinder Engine,7 Speed Automatic,AWD,White,Brown,5,4,Gas,10.4L/100km,8.6L/100km,33950
912,2015,Audi,S4,115000,Sedan,V6 Cylinder Engine,6 Speed Manual,AWD,Dark Blue,White,5,4,Gas,13.8L/100km,9.0L/100km,33995
913,2021,Audi,S8,11178,SUV,8 Cylinder Engine,8 Speed Automatic,AWD,Daytona Gray Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,137888
914,2019,Audi,Q5,67175,SUV,4 Cylinder Engine,7 Speed Automatic,AWD,Brilliant Black,Black,5,4,Gas,10.4L/100km,8.6L/100km,34088
915,2019,Audi,Q5,71556,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Black,Brown,5,4,Gas,10.9L/100km,8.7L/100km,34590
916,2019,Audi,A4,53457,Sedan,4 Cylinder Engine,7 Speed Automatic,AWD,Glacier White Metallic,Black,5,4,Gas,10.0L/100km,7.0L/100km,34788
917,2019,Audi,Q5,54411,SUV,4 Cylinder Engine,7 Speed Automatic,AWD,Ibis White,Black,5,4,Gas,10.9L/100km,8.7L/100km,35188
918,2019,Audi,Q5,57454,SUV,4 Cylinder Engine,7 Speed Automatic,AWD,Brilliant Black,Black,5,4,Gas,10.9L/100km,8.7L/100km,35388
919,2019,Audi,Q5,59064,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Black,Black,5,4,Gas,10.9L/100km,8.7L/100km,35590
920,2023,Audi,Q5,6500,SUV,2L TURBO 4cyl.,Automatic,AWD,Black,Black,5,5,Gas,9.8L/100km,8.7L/100km,56969
921,2019,Audi,A6,77500,Sedan,V6 Cylinder Engine,Automatic,AWD,Blue,Black,5,4,Gas,9.8L/100km,8.7L/100km,49999
922,2018,Audi,RS,67266,Sedan,5 Cylinder,Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,12.4L/100km,8.3L/100km,57800
923,2023,Audi,A4,90,Sedan,2L TURBO 4cyl.,Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,64693
924,2023,Audi,Q8,90,SUV,3L TURBO 6cyl.,Automatic,AWD,Glacier White Metallic,Black,5,5,Gas,9.8L/100km,8.7L/100km,96003
925,2021,Audi,R8,2950,Coupe,10 Cylinder,Automatic,AWD,Ibis White,Red,5,2,Gas,9.8L/100km,8.7L/100km,268800
926,2018,Audi,S5,62001,Sedan,4 Cylinder Engine,Automatic,AWD,White,Black,5,5,Gas,9.8L/100km,8.7L/100km,48888
927,2016,Audi,Q3,123268,SUV,4 Cylinder Engine,Automatic,AWD,Black,Black,5,4,Gas,11.9L/100km,8.4L/100km,20990
928,2018,Audi,Q5,72028,SUV,4 Cylinder Engine,Automatic,AWD,Gray,Brown,5,4,Gas,10.4L/100km,8.6L/100km,33990
929,2017,Audi,S3,77588,Sedan,4 Cylinder,Automatic,AWD,Gray,Black,5,4,Gas,11.0L/100km,8.5L/100km,35800
930,2018,Audi,A5,47000,Hatchback,2.0L 4-Cyl Engine,Automatic,AWD,White,Brown,5,4,Gas,10.0L/100km,7.0L/100km,36350
931,2020,Audi,Q3,67985,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,12.3L/100km,8.6L/100km,37188
932,2019,Audi,A5,95290,Hatchback,4 Cylinder Engine,7 Speed Automatic,AWD,Manhattan Gray Metallic,Black,5,4,Gas,10.0L/100km,7.0L/100km,37488
933,2017,Audi,A4,67859,Sedan,4 Cylinder Engine,6 Speed Manual,AWD,Daytona Gray Pearl,Black,5,4,Gas,9.9L/100km,7.0L/100km,33888
934,2018,Audi,A5,74000,Hatchback,4 Cylinder Engine,7 Speed Automatic,AWD,Gray,Red,5,4,Gas,10.0L/100km,7.0L/100km,37550
935,2017,Audi,Q7,97200,SUV,3.0L 6cyl,8 Speed Automatic,AWD,Black,Black,5,2,Premium Unleaded,12.6L/100km,9.4L/100km,37600
936,2019,Audi,A4,82269,Sedan,4 Cylinder Engine,7 Speed Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,10.0L - 10.7L/100km,7.0L - 8.0L/100km,37788
937,2018,Audi,Q5,71665,SUV,4 Cylinder Engine,7 Speed Automatic,AWD,Black,Black,5,4,Gas,10.4L/100km,8.6L/100km,37888
938,2018,Audi,Q7,129270,SUV,V6 Cylinder Engine,8 Speed Automatic,AWD,Samurai Gray Metallic,Black,7,4,Gas,12.6L/100km,9.4L/100km,37900
939,2017,Audi,TT,74199,Coupe,4 Cylinder Engine,Automatic,AWD,White,Black,2,2,Gas,10.1L/100km,7.8L/100km,37910
940,2017,Audi,Q7,111000,SUV,3.0L V6 Cylinder Engine,Automatic,AWD,Black,Black,7,4,Gas,12.6L/100km,9.4L/100km,37950
941,2019,Audi,A5,70681,Hatchback,4 Cylinder Engine,7 Speed Automatic,AWD,Manhattan Gray Metallic,Black,5,4,Gas,10.0L/100km,7.0L/100km,37988
942,2020,Audi,Q3,53835,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Ibis White,Black,5,4,Gas,12.4L/100km,8.7L/100km,38488
943,2020,Audi,Q8,10043,SUV,3.0L 6cyl,8 Speed Automatic,AWD,Turquoise,Black,5,5,Gas,9.8L/100km,8.7L/100km,79950
944,2017,Audi,Q7,105000,SUV,3.0L TFSI V6 333hp Engine,Automatic,AWD,Black,Black,7,4,Gas,12.6L/100km,9.4L/100km,38950
945,2018,Audi,Q5,59851,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Black,Black,5,4,Gas,10.4L/100km,8.6L/100km,38995
946,2019,Audi,A5,72363,Hatchback,4 Cylinder Engine,7 Speed Automatic,AWD,Daytona Gray Pearl Effect,Black,5,4,Gas,10.0L/100km,7.0L/100km,39188
947,2020,Audi,Q5,46001,SUV,4 Cylinder Engine,7 Speed Automatic,AWD,Ibis White,Black,5,4,Gas,10.9L/100km,8.7L/100km,39488
948,2022,Audi,A3,15215,Sedan,4 Cylinder Engine 2.0L,Automatic,AWD,Manhattan Gray Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,39495
949,2019,Audi,A5,85018,Hatchback,4 Cylinder Engine,7 Speed Automatic,AWD,Daytona Gray Pearl Effect,Black,5,4,Gas,10.0L/100km,7.0L/100km,39588
950,2018,Audi,Q7,119582,SUV,V6 Cylinder Engine,8 Speed Automatic,AWD,Daytona Grey Metallic,Black,7,4,Gas,12.6L/100km,9.4L/100km,39800
951,2019,Audi,A5,37796,Hatchback,4 Cylinder Engine,7 Speed Automatic,AWD,Ibis White,Black,5,4,Gas,10.0L/100km,7.0L/100km,39988
952,2018,Audi,Q7,100190,SUV,3,8 Speed Automatic,AWD,Grey,Black,7,4,Gas,12.6L/100km,9.4L/100km,40888
953,2021,Audi,A6,22485,SUV,V6 Cylinder Engine,Automatic,SUV,Glacier White Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,62888
954,2019,Audi,S4,75615,Sedan,V6 Cylinder Engine,8 Speed Automatic,AWD,Brilliant Black,Black,5,4,Gas,11.3L/100km,8.0L/100km,43488
955,2018,Audi,S5,98950,Sedan,V6 Cylinder Engine,Automatic,AWD,Black,Black,5,4,Gas,11.5L/100km,8.0L/100km,43999
956,2020,Audi,Q5,23717,SUV,4 Cylinder Engine,7 Speed Automatic,AWD,Ibis White,Black,5,4,Gas,10.9L/100km,8.7L/100km,44588
957,2019,Audi,Q7,71465,SUV,V6 Cylinder Engine,8 Speed Automatic,AWD,Orca Black Metallic,Black,7,4,Gas,12.6L/100km,9.4L/100km,46800
958,2018,Audi,SQ5,75773,SUV,3.0L V6 DOHC 24V,Automatic,AWD,Florett Silver Metallic,Black,5,4,Gas,12.7L/100km,10.0L/100km,46999
959,2021,Audi,A4,32140,Sedan,4 Cylinder Engine,7 Speed Automatic,AWD,Ibis White,Black,5,4,Gas/Electric Hybrid,9.8L/100km,7.6L/100km,47500
960,2022,Audi,Q3,17303,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Navarra Blue Metallic,Black,5,4,Gas,11.4L/100km,8.3L/100km,48288
961,2019,Audi,SQ5,54509,SUV,V6 Cylinder Engine 3.0L,Automatic,AWD,Blue,Black,5,4,Gas,12.7L/100km,10.0L/100km,49590
962,2022,Audi,Q3,6722,SUV,4 Cylinder Engine 2.0L,Automatic,AWD,Blue,Black,5,4,Gas,11.4L/100km,8.3L/100km,49606
963,2020,Audi,Q3,49880,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Ibis White,Black,5,4,Gas,12.3L/100km,8.6L/100km,38888
964,2023,Audi,A3,90,Sedan,2L TURBO 4cyl.,Automatic,AWD,Ibis White,Grey,5,4,Gas,9.8L/100km,8.7L/100km,50353
965,2023,Audi,A4,4580,SUV,4 Cylinder Engine,7 Speed Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,51688
966,2023,Audi,Q5,5985,SUV,4 Cylinder Engine,7 Speed Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,52488
967,2023,Audi,Q5,15545,SUV,4 Cylinder Engine,7 Speed Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,52988
968,2023,Audi,Q5,90,SUV,2L TURBO 4cyl.,Automatic,AWD,Brilliant Black,Black,5,5,Gas,9.8L/100km,8.7L/100km,53203
969,2023,Audi,A4,90,Sedan,2L TURBO 4cyl.,Automatic,AWD,Brilliant Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,53281
970,2023,Audi,A4,5266,SUV,4 Cylinder Engine,7 Speed Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,53988
971,2021,Audi,Q7,89389,SUV,V6 Cylinder Engine,Automatic,AWD,Glacier White Metallic,Black,7,4,Gas/Electric Hybrid,13.8L/100km,11.4L/100km,53998
972,2023,Audi,A4,90,Sedan,2L TURBO 4cyl.,Automatic,AWD,Ibis White,Black,5,4,Gas,9.8L/100km,8.7L/100km,54281
973,2020,Audi,S5,23392,Convertible,V6 Cylinder Engine,7 Speed Automatic,AWD,Mythos Black Metallic/Red Top,Black,5,4,Gas,12.1L/100km,9.1L/100km,74888
974,2023,Audi,A4,90,Sedan,2L TURBO 4cyl.,Automatic,AWD,Ibis White,Black,5,4,Gas,9.8L/100km,8.7L/100km,54281
975,2020,Audi,S4,55893,Sedan,V6 Cylinder Engine,Automatic,AWD,Mythos Black Metallic,Red,5,4,Gas,11.8L/100km,8.9L/100km,54688
976,2023,Audi,Q5,90,SUV,2L TURBO 4cyl.,Automatic,AWD,Ibis White,Black,5,5,Gas,9.8L/100km,8.7L/100km,54731
977,2023,Audi,A4,4720,SUV,4 Cylinder Engine,Automatic,SUV,Glacier White Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,54988
978,2023,Audi,Q5,4238,SUV,4 Cylinder Engine,7 Speed Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,55400
979,2023,Audi,Q5,90,SUV,2L TURBO 4cyl.,Automatic,AWD,Ibis White,Black,5,5,Gas,9.8L/100km,8.7L/100km,55431
980,2023,Audi,Q5,90,SUV,2L TURBO 4cyl.,Automatic,AWD,Ibis White,Black,5,5,Gas,9.8L/100km,8.7L/100km,55431
981,2023,Audi,Q5,90,SUV,2L TURBO 4cyl.,Automatic,AWD,Ibis White,Black,5,5,Gas,9.8L/100km,8.7L/100km,55431
982,2023,Audi,Q5,90,SUV,2L TURBO 4cyl.,Automatic,AWD,Ibis White,Black,5,5,Gas,9.8L/100km,8.7L/100km,55431
983,2019,Audi,A5,73284,Coupe,4 Cylinder Engine,Automatic,AWD,Black,Black,5,2,Gas,10.0L/100km,7.0L/100km,34988
984,2023,Audi,Q5,90,SUV,2L TURBO 4cyl.,Automatic,AWD,Ibis White,Black,5,5,Gas,9.8L/100km,8.7L/100km,55431
985,2023,Audi,Q5,5979,SUV,4 Cylinder Engine,7 Speed Automatic,AWD,Mythos Black Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,55588
986,2023,Audi,A4,2473,Sedan,2L TURBO 4cyl.,Automatic,AWD,Manhattan Gray Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,55643
987,2017,Audi,S7,69248,Hatchback,8 Cylinder,Automatic,AWD,Glacier White Metallic,Black,5,4,Gas,13.4L/100km,8.8L/100km,56800
